Application GUID,Competition domain,Application GUID +competition domain,Application #,Participant First name,Participant Last name,Participant Organization,OverallScoreRank,OverallScoreRankNormalized,SumOfScores,SumOfScoresNormalized,AnonymousJudgeName,TraitScore,TraitScoreNormalized,TraitJudgeComment,Trait,TraitDescription,OverallImpressionScore,OverallImpressionScoreNormalized
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 5,3.7,3.7,Professional popular mind fast investment. Wish stop campaign born. Perform grow owner training base.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0167,0.0167
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 10,0.0,0.0,Why us material goal hand sort. Half information thousand moment there baby.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0925,0.0925
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 2,3.9,3.9,Senior baby have nation.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0846,0.0846
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 8,2.2,2.2,Sister rather wear evening avoid. Upon early air administration. Yes animal poor forward industry member hair.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0978,0.0978
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 6,3.7,3.7,Third these once clearly Republican. Community bad culture president experience score few.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0858,0.0858
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 11,3.8,3.8,Mean economic leg respond owner power country. Citizen often and education than brother.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0588,0.0588
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 6,3.2,3.2,Wonder environmental kid her about. Feeling pressure sing feel. Company create able involve choose large.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0208,0.0208
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 18,4.8,4.8,Important out hope reason public effort see growth. Through church because lay production. Full ok top exist discussion.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0838,0.0838
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 20,0.8,0.8,Plan hot to point significant soldier change. Present finish return factor child. Agent care cover culture begin.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0493,0.0493
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 4,2.6,2.6,Organization government along thus traditional. Talk anyone leg point.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0593,0.0593
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 8,4.6,4.6,General stuff themselves none would determine really new. Responsibility yourself exactly among member behavior. Run pay water plant house magazine return. Lose news maintain protect.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0331,0.0331
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 8,1.8,1.8,Create accept choose food. Happen pressure exist top especially. Six between question general young ten.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0835,0.0835
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 5,1.6,1.6,Billion mean north standard show off record herself. Always audience local last listen.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0546,0.0546
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 19,2.7,2.7,Offer wait game official. Represent seek finish. Rate yard effect how politics nature.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.007,0.007
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 12,1.7,1.7,Others usually appear likely but establish room interest. Statement goal wife specific technology where already. Military purpose value vote.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0829,0.0829
602ADD85-160E-4E9C-B114-F639C28B8CAE,testdomain,602ADD85-160E-4E9C-B114-F639C28B8CAEtestdomain,226,Justin,Cole,Moreno-Hunter,163,163,49.800000000000004,49.800000000000004,Judge 17,2.0,2.0,Traditional dark special soldier ball similar east task. Hit machine good. Side no girl west admit plan.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0117,0.0117
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 9,2.4,2.4,Traditional institution whose plan door perhaps. Drop light control hand. Section network test speak guy play particularly.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0406,0.0406
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 10,1.6,1.6,Large admit interesting play song. Data floor official or staff.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0101,0.0101
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 16,4.9,4.9,Out scene election election sea here. Mr camera indicate anyone.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0939,0.0939
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 3,2.9,2.9,Herself not wall. Live interview century nature. World describe according surface fight another professor then.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0771,0.0771
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 20,4.2,4.2,Decision your receive sure ago cut inside. Appear school film police yes simple ready someone. While answer sea serious state down information.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0265,0.0265
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 14,2.7,2.7,Guy miss arrive best whatever thus. Stop five discuss including.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0686,0.0686
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 7,3.2,3.2,Hour time hit remain born which explain. Particularly night almost for moment class prepare.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0302,0.0302
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 14,4.4,4.4,Wrong training professional. Similar that so herself worker for. Spend protect wrong picture bed sell feeling lot.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0385,0.0385
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 16,4.6,4.6,Because discover thank management. Argue computer general work.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0314,0.0314
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 5,1.8,1.8,Home language type. Rise themselves religious. Discuss education mission specific purpose say.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0208,0.0208
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 7,2.8,2.8,Describe wall yard threat know. Class history head within. Know friend white marriage.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0212,0.0212
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 3,1.5,1.5,Eat candidate ready local. Sport eye deal so challenge nature today.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.032,0.032
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 7,3.1,3.1,Far several walk week growth tax. Perhaps talk government family. My white million ground. Eight impact time a involve our cause.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0746,0.0746
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 6,4.8,4.8,Nearly Republican life he decade sign between window. Capital ago college hospital capital.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0576,0.0576
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 2,3.8,3.8,Time billion company than sell official. Interesting word enter book subject.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0438,0.0438
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 14,3.4,3.4,Rise federal paper best still. Very state television focus be nature.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0853,0.0853
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 16,1.4,1.4,Approach do city. You determine ability stage bag system.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0096,0.0096
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 18,4.9,4.9,Election ten particularly cost.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0748,0.0748
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 6,2.9,2.9,Ask world family if.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.022,0.022
57111762-A697-45A9-8DDF-1C211CE9ABD6,testdomain,57111762-A697-45A9-8DDF-1C211CE9ABD6testdomain,227,Hayley,Ayers,Hebert-Hanna,299,299,65.39999999999998,65.39999999999998,Judge 15,4.1,4.1,Operation if character seem.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0474,0.0474
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 17,1.6,1.6,Suddenly it after pick by rise street. Music suffer long foreign bring hope. Mention develop first.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0709,0.0709
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 6,0.7,0.7,Anyone ask me hear. Challenge at have begin hold my. Clearly use science nature the quality.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0848,0.0848
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 8,0.2,0.2,Imagine late these fight expert. Quite campaign physical keep more stand far.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0694,0.0694
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 5,4.4,4.4,Program stock machine north tell success. Election most check former financial. Alone I mother.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0826,0.0826
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 10,4.2,4.2,Leg court resource whether million military. Door piece on environment wide evidence. Law garden what early toward.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0349,0.0349
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 13,0.2,0.2,Open think behavior population space great bad. Writer throughout simply receive some. Price I billion sort address action board.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0418,0.0418
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 16,2.9,2.9,Involve prove could western alone arm never.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0379,0.0379
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 13,4.1,4.1,Receive college near state. Mr dark if really.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.066,0.066
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 1,0.6,0.6,Summer some win risk crime guess animal.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0972,0.0972
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 8,2.3,2.3,Admit all game factor. Stock school Republican rest answer personal which. Very key bar.,EVIDENCE-BASED,"Does the team successfully present strong evidence that the proposed strategy is effective, inclusive, and has previously demonstrated compelling results?",0.0256,0.0256
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 5,1.5,1.5,Throughout sport degree. Ahead eight win sit happy million short choice. Result its back Democrat where computer.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0414,0.0414
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 20,1.1,1.1,Year threat senior election measure treat worry. Score need several middle Congress run perhaps born.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0939,0.0939
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 7,3.6,3.6,Laugh production fear read book tend cell. Son but president from today.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0285,0.0285
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 16,4.5,4.5,Do course receive sure line.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0752,0.0752
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 9,1.8,1.8,Hair under spend report democratic. Staff our sometimes enough. Before would whose director. Camera any old the prevent.,DURABLE,"Does the team have the skills, capacity, and experience to implement the proposed strategy? Do they offer practical project and financial plans that anticipate, and can be responsive to, barriers to implementation?",0.0726,0.0726
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 15,0.9,0.9,Fly analysis ago although. Herself more role themselves.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.033,0.033
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 2,0.3,0.3,Which despite subject build writer hundred. Lawyer article business sell somebody.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0366,0.0366
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 8,0.5,0.5,Music voice leave accept less. Truth see manager safe short many. Community dream night cell word news evidence practice. Operation identify church least.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0198,0.0198
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 7,3.4,3.4,Pick structure beat trouble eye. From probably language than. Find bar page.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.0792,0.0792
D30959C7-BF92-405C-B640-DCBF9BF1A922,testdomain,D30959C7-BF92-405C-B640-DCBF9BF1A922testdomain,228,Joan,Fry,"Gaines, Thomas and Garcia",56,56,43.3,43.3,Judge 13,4.5,4.5,Throw goal size eat dream. Admit able which same strong show.,SCALABLE,"Does the proposal reference past results demonstrating the approach can effectively and successfully be replicated or scaled to the specific contexts targeted in the proposal, and/or serve as a model for other organizations or movements?",0.082,0.082
C923300F-1EE0-48C4-A105-08432DB59DAE,testdomain,C923300F-1EE0-48C4-A105-08432DB59DAEtestdomain,229,Kenneth,Gillespie,Richmond PLC,29,29,40.800000000000004,40.800000000000004,Judge 20,0.7,0.7,Represent low our light. Court explain away tree contain policy environmental.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0975,0.0975
C923300F-1EE0-48C4-A105-08432DB59DAE,testdomain,C923300F-1EE0-48C4-A105-08432DB59DAEtestdomain,229,Kenneth,Gillespie,Richmond PLC,29,29,40.800000000000004,40.800000000000004,Judge 3,4.9,4.9,Society for little hot. Eye throw still road level respond.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0899,0.0899
C923300F-1EE0-48C4-A105-08432DB59DAE,testdomain,C923300F-1EE0-48C4-A105-08432DB59DAEtestdomain,229,Kenneth,Gillespie,Richmond PLC,29,29,40.800000000000004,40.800000000000004,Judge 18,0.5,0.5,Story effort coach white range. Husband worker analysis give. Building heart Mrs Mrs mention. Class may trade course treat role head.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0031,0.0031
C923300F-1EE0-48C4-A105-08432DB59DAE,testdomain,C923300F-1EE0-48C4-A105-08432DB59DAEtestdomain,229,Kenneth,Gillespie,Richmond PLC,29,29,40.800000000000004,40.800000000000004,Judge 14,1.1,1.1,Grow at indicate. Pay really great ago. Security just speech add movement treat group.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0017,0.0017
C923300F-1EE0-48C4-A105-08432DB59DAE,testdomain,C923300F-1EE0-48C4-A105-08432DB59DAEtestdomain,229,Kenneth,Gillespie,Richmond PLC,29,29,40.800000000000004,40.800000000000004,Judge 16,3.1,3.1,Actually market common even. Perform significant three face describe item foreign.,IMPACTFUL,"Will the project, if successfully implemented, significantly improve economic opportunity for the targeted population over the long-term? Does approach meaningfully remediate barriers to economic opportunity for the targeted location(s) or population?",0.0556,0.0556
